Date,"Matcha","Bubble tea","Tea","Hot chocolate","Espresso","Latte macchiato","Cappuccino","Chai latte","Pumpkin spice latte","Iced coffee"
2025-04-15,4866,1643,1307,317,1044,459,998,5,2,228
2025-04-16,4545,1583,1493,344,1002,481,1021,2,2,245
2025-04-17,4667,1566,1399,283,1096,443,994,0,1,256
2025-04-18,4712,1629,1314,324,959,511,925,1,4,270
2025-04-19,5067,1567,1292,320,1026,538,1006,2,0,248
2025-04-20,5520,1723,1307,280,981,506,933,0,1,276
2025-04-21,5166,1491,1403,346,1024,533,988,2,3,266
2025-04-22,5111,1326,1391,319,1053,457,1073,1,0,237
2025-04-23,4872,1386,1439,303,947,377,936,0,0,256
2025-04-24,4816,1476,1476,327,959,423,985,1,1,277
2025-04-25,4754,1504,1247,300,1019,387,994,1,0,248
2025-04-26,4982,1630,1365,301,907,474,927,0,2,282
2025-04-27,5192,1699,1459,338,974,480,1081,0,0,334
2025-04-28,4746,1434,1453,327,992,350,1200,0,1,249
2025-04-29,4781,1505,1552,365,1050,386,1158,2,1,310
2025-04-30,4653,1972,1291,284,958,397,1101,3,0,349
2025-05-01,4469,1684,1270,302,1554,360,1067,0,0,326
2025-05-02,4851,1619,1321,295,1063,401,1090,1,1,363
2025-05-03,5379,1984,1220,264,1050,500,1028,0,0,334
2025-05-04,5306,7221,1337,295,1063,484,1141,0,1,266
2025-05-05,4848,2519,1344,313,1134,443,1120,1,0,300
2025-05-06,4568,1684,1456,311,1075,441,1149,1,0,286
2025-05-07,4388,1738,1365,301,1095,409,1125,0,1,255
2025-05-08,4884,1400,1277,280,1064,367,1196,0,1,276
2025-05-09,4848,1507,1329,288,996,427,1094,0,0,278
2025-05-10,5361,1688,1203,294,965,458,1112,0,0,316
2025-05-11,5610,1757,1284,296,1058,513,1195,0,1,409
2025-05-12,4913,1521,1288,279,1034,376,1094,2,1,271
2025-05-13,4871,1575,1221,315,1018,417,994,0,0,325
2025-05-14,4961,1672,1396,268,1080,494,1237,0,1,345
2025-05-15,4844,1529,1365,364,1073,486,1117,4,1,319
2025-05-16,4746,1552,1249,397,1067,501,1156,2,0,319
2025-05-17,5413,1613,1125,278,1451,652,1212,3,1,308
2025-05-18,5504,1921,1202,290,1332,736,1224,0,2,339
2025-05-19,5073,1520,1332,276,1389,542,1284,4,0,295
2025-05-20,5485,1529,1415,314,1099,485,1279,1,0,288
2025-05-21,5403,1572,1940,324,1080,498,1413,0,0,268
2025-05-22,5060,1544,1514,342,1026,486,1365,1,0,284
2025-05-23,5278,1475,1260,320,990,474,1345,0,2,301
2025-05-24,5957,1598,1306,314,1024,509,1279,1,1,290
2025-05-25,6461,1683,1334,297,990,626,1487,1,3,294
2025-05-26,5629,1557,1370,346,1061,545,1353,0,1,279
2025-05-27,5232,1437,1411,334,1050,486,1257,1,2,282
2025-05-28,5181,1451,1308,292,1008,469,1184,0,1,298
2025-05-29,5127,1521,1406,332,1027,470,1202,1,4,340
2025-05-30,5005,1554,1319,292,935,459,1313,2,1,302
2025-05-31,5474,1743,1167,287,972,486,1136,1,0,341
2025-06-01,5512,1667,1202,267,857,521,1108,0,0,353
2025-06-02,5302,1433,1335,310,931,410,1059,7,0,339
2025-06-03,5000,1416,1437,271,961,398,1046,1,1,329
2025-06-04,5344,1489,2049,337,1019,420,1042,5,0,346
2025-06-05,8272,1443,1253,300,944,392,1036,2,2,321
2025-06-06,5820,1532,1148,266,920,414,1149,1,0,323
2025-06-07,6357,1861,1204,289,946,478,1041,0,0,383
2025-06-08,5722,1777,1205,271,959,427,1169,6,0,404
2025-06-09,5325,1447,1273,291,948,379,1010,0,0,306
2025-06-10,5409,1414,1238,337,968,414,1024,0,1,307
2025-06-11,5214,1412,1194,300,902,383,1023,1,0,324
2025-06-12,5000,1331,1119,274,804,389,974,0,0,338
2025-06-13,4488,1477,1074,306,846,415,968,1,0,367
2025-06-14,5373,1528,1130,237,871,401,904,2,1,460
2025-06-15,5407,1559,1138,277,894,412,1000,3,0,526
2025-06-16,4745,1442,1202,282,951,359,997,0,2,393
2025-06-17,4611,1415,1266,292,883,339,953,28,0,354
2025-06-18,4641,1371,1169,299,921,369,947,0,0,374
2025-06-19,5044,1449,1101,269,882,332,989,3,0,409
2025-06-20,5463,1547,1168,255,814,378,980,0,0,453
2025-06-21,6263,1594,1092,294,762,401,1049,0,0,524
2025-06-22,5604,1480,1135,250,826,424,1099,1,2,563
2025-06-23,5098,1514,1190,241,858,327,994,1,1,418
2025-06-24,5033,1539,1172,222,875,403,990,2,0,363
2025-06-25,5381,1454,1188,254,950,353,928,1,0,395
2025-06-26,5052,1458,1168,297,862,375,931,0,4,450
2025-06-27,5442,1488,1064,252,851,351,949,1,2,370
2025-06-28,5163,1639,1116,234,905,444,990,0,0,480
2025-06-29,5464,1674,1126,257,919,382,997,0,1,520
2025-06-30,4815,1513,1132,268,833,347,871,0,0,476
2025-07-01,4747,1372,1079,245,827,348,893,0,0,474
2025-07-02,4884,1402,1023,233,839,332,864,1,1,546
2025-07-03,4928,1347,1038,265,828,305,946,0,1,516
2025-07-04,4994,1340,1097,219,753,332,816,0,1,381
2025-07-05,6303,1501,989,227,810,342,841,0,1,407
2025-07-06,6437,1516,1023,237,902,376,945,2,1,518
2025-07-07,5388,1389,1187,218,862,346,901,1,1,349
2025-07-08,5542,1362,1217,225,914,390,970,1,1,289
2025-07-09,5834,1307,1302,245,878,364,979,1,0,311
2025-07-10,5233,1449,1095,256,832,385,816,1,0,370
2025-07-11,5274,1414,1106,248,818,417,972,0,1,394
2025-07-12,5796,2612,1075,231,900,380,1003,0,0,453
2025-07-13,6278,2290,1129,217,899,428,967,0,0,484
2025-07-14,5022,1639,1147,232,870,339,945,0,2,313
2025-07-15,5327,1512,1150,263,840,370,855,4,2,346
2025-07-16,5569,1394,1201,252,963,387,842,1,2,322
2025-07-17,4936,1524,1108,252,898,350,926,1,1,290
2025-07-18,5015,1426,1073,318,848,371,791,1,1,322
2025-07-19,5661,1640,1050,244,841,410,829,1,0,426
2025-07-20,5666,1586,1123,221,1007,392,972,3,1,400
2025-07-21,5421,1431,1089,227,982,348,886,6,4,326
2025-07-22,5125,1390,1263,250,875,410,980,5,5,357
2025-07-23,5018,1415,1188,275,904,414,949,3,3,319
2025-07-24,5247,1376,1285,254,882,433,975,3,2,365
2025-07-25,5917,1400,1544,262,817,390,962,0,1,368
2025-07-26,10726,1654,1690,228,942,465,978,2,0,423
2025-07-27,8317,1636,1560,275,929,465,1028,1,0,346
2025-07-28,7078,1474,1518,228,985,426,877,2,0,308
2025-07-29,6742,1363,1394,261,894,468,943,1,2,318
2025-07-30,6238,1361,1474,223,958,451,948,1,1,315
2025-07-31,5697,1339,1212,231,845,406,912,0,4,321
2025-08-01,5303,1395,1237,253,872,401,942,0,1,282
2025-08-02,6575,1522,1200,213,882,458,896,0,2,321
2025-08-03,5784,1519,1314,277,906,460,1032,0,1,382
2025-08-04,5331,1375,1211,271,907,419,998,4,3,267
2025-08-05,5604,1321,1253,225,890,405,905,4,1,281
2025-08-06,5591,1335,1238,256,953,429,945,1,0,278
2025-08-07,5302,1331,1269,301,995,430,1016,1,0,347
2025-08-08,5182,2420,1171,271,921,358,1016,2,2,291
2025-08-09,5457,2193,1162,248,927,394,947,3,3,408
2025-08-10,5311,1517,1162,263,914,414,992,3,0,423
2025-08-11,4600,1444,1260,278,884,354,901,2,2,344
2025-08-12,4485,1299,1232,239,894,362,876,2,1,417
2025-08-13,4510,1340,1114,232,918,379,944,4,3,482
2025-08-14,4675,1336,1170,232,924,383,860,1,3,475
2025-08-15,4634,1493,1134,227,855,355,807,4,3,568
2025-08-16,4953,1927,1089,252,834,431,968,0,0,445
2025-08-17,5139,1682,1286,249,919,398,963,1,1,390
2025-08-18,4411,1566,1266,279,812,396,923,2,3,285
2025-08-19,4504,1302,1237,319,877,338,937,3,3,330
2025-08-20,4458,1312,1289,335,816,367,938,1,2,314
2025-08-21,4402,1247,1234,253,886,456,993,2,5,275
2025-08-22,4671,1317,1342,306,1116,449,1437,1,6,281
2025-08-23,5576,1427,1479,424,1075,430,1254,1,6,306
2025-08-24,5293,1471,1275,269,991,469,1151,2,0,304
2025-08-25,5039,1309,1190,264,917,427,938,2,4,266
2025-08-26,4388,1260,1291,275,949,378,978,0,10,260
2025-08-27,4523,1346,1275,267,921,375,978,2,11,273
2025-08-28,4211,1170,1254,271,930,369,990,3,7,289
2025-08-29,4639,1315,1165,262,905,430,1042,3,3,250
2025-08-30,14435,1410,1185,231,943,444,1046,3,11,283
2025-08-31,6733,1482,1161,270,914,459,1009,0,3,232
2025-09-01,4983,1313,1243,258,878,436,934,3,1,227
2025-09-02,4628,1185,1208,237,928,390,865,7,10,237
2025-09-03,4494,1104,1238,283,975,419,945,1,5,245
2025-09-04,5204,1126,1174,228,1892,385,926,3,3,206
2025-09-05,4773,1226,1142,282,969,394,943,3,3,235
2025-09-06,5020,1257,1266,262,850,443,1082,1,2,269
2025-09-07,5441,1352,1404,287,1072,457,1127,1,4,260
2025-09-08,4257,1311,1285,259,975,353,940,2,3,225
2025-09-09,4694,1208,1279,300,968,396,942,1,6,224
2025-09-10,4873,1132,1245,226,853,372,928,2,2,206
2025-09-11,4526,1145,1127,263,835,360,834,2,1,199
2025-09-12,4774,1120,1157,241,825,372,904,0,2,206
2025-09-13,5370,1479,1132,223,819,399,870,2,4,226
2025-09-14,5626,1483,1284,303,887,455,1008,0,8,237
2025-09-15,4510,1389,1228,303,897,332,878,1,5,203
2025-09-16,5246,1238,1146,264,890,357,921,1,4,163
2025-09-17,5139,1291,1231,285,816,370,967,2,4,212
2025-09-18,4508,1176,1258,291,870,376,836,2,3,185
2025-09-19,4934,1353,1156,300,825,342,860,1,6,178
2025-09-20,5238,1411,1340,304,813,399,938,2,2,191
2025-09-21,5056,1352,1189,254,864,409,951,1,4,253
2025-09-22,5022,1128,1286,281,818,396,855,1,4,203
2025-09-23,4078,1122,1394,279,770,401,853,0,5,178
2025-09-24,4104,1151,1239,306,883,385,869,2,8,178
2025-09-25,4107,1156,1184,314,858,412,890,1,3,183
2025-09-26,4272,1799,1206,299,869,469,936,0,3,198
2025-09-27,4612,1633,1074,282,1018,466,1031,3,3,212
2025-09-28,4534,1400,1222,321,906,491,990,0,5,209
2025-09-29,3851,1278,1211,380,852,384,892,1,1,171
2025-09-30,3855,1250,1220,355,854,364,920,1,8,182
2025-10-01,4280,1115,1181,332,863,321,806,1,4,209
2025-10-02,4137,1267,1219,287,809,371,914,0,2,193
2025-10-03,4207,1224,1190,296,858,390,897,1,5,195
2025-10-04,4822,1324,1247,298,868,440,1086,2,6,241
2025-10-05,5890,1389,1217,496,882,478,1086,1,3,225
2025-10-06,5308,1326,1310,357,892,358,957,3,5,189
2025-10-07,4148,1207,1225,344,955,470,1009,0,4,203
2025-10-08,4331,1195,1298,341,839,409,1000,1,11,192
2025-10-09,4293,1298,1271,337,937,366,960,2,714,198
2025-10-10,4870,1165,1169,316,821,401,938,2,946,271
2025-10-11,4887,1260,1168,353,908,415,1109,2,1191,188
2025-10-12,4785,1344,1220,380,962,450,1100,3,1235,199
2025-10-13,4359,1246,1380,383,918,335,978,3,883,168
2025-10-14,4737,1295,1350,363,886,306,959,1,766,167
2025-10-15,4268,1127,1266,371,894,286,928,4,813,141
2025-10-16,3992,1205,1268,336,857,369,880,1,891,146
2025-10-17,3895,1190,1209,367,822,314,918,1,846,178
2025-10-18,4548,1238,1167,355,755,383,939,0,1171,188
2025-10-19,4633,1287,1187,339,832,456,983,3,1261,182
2025-10-20,3934,1142,1316,345,802,281,799,0,959,194
2025-10-21,4089,1239,1324,311,854,297,861,2,867,189
2025-10-22,3626,1209,1479,336,878,334,910,0,814,195
2025-10-23,3942,1426,1430,357,873,322,950,4,826,177
2025-10-24,3849,1347,1235,446,875,357,891,1,979,167
2025-10-25,4249,1382,1265,411,921,403,1111,1,1262,181
2025-10-26,4268,1316,1282,412,795,428,1063,1,1288,181
2025-10-27,3867,1229,1415,387,849,351,993,0,964,177
2025-10-28,3653,1429,1368,394,754,304,969,0,963,177
2025-10-29,4056,1112,1274,401,820,327,937,1,1017,166
2025-10-30,3649,1196,1286,387,810,313,971,2,946,174
2025-10-31,3478,1085,1110,423,714,326,790,1,993,139
2025-11-01,4018,1148,1076,386,736,376,834,0,935,171
2025-11-02,4417,1095,1279,423,915,382,930,4,1019,168
2025-11-03,3897,1097,1275,402,878,291,804,2,588,165
2025-11-04,3774,1089,1290,371,816,304,812,2,574,157
2025-11-05,3803,1218,1182,353,830,275,868,2,557,138
2025-11-06,3854,1062,1177,408,813,280,823,1,524,151
2025-11-07,3878,1152,1266,472,848,285,882,6,550,150
2025-11-08,4406,1296,1178,456,853,356,1185,2,711,144
2025-11-09,4683,1328,1269,501,808,299,913,0,634,168
2025-11-10,3985,1078,1390,492,986,278,875,2,522,167
2025-11-11,3777,1073,1266,552,833,252,931,1,488,159
2025-11-12,3779,1023,1332,498,833,287,823,1,400,146
2025-11-13,4223,1135,1296,472,791,306,774,2,389,155
2025-11-14,3809,1100,1206,508,889,291,798,2,413,155
2025-11-15,4405,1165,1116,499,900,334,889,2,490,162
2025-11-16,4740,1199,1303,534,983,318,976,5,413,183
2025-11-17,4228,1096,1318,531,979,242,846,3,347,156
2025-11-18,3543,1042,1382,511,931,286,874,1,329,146
2025-11-19,3605,1021,1321,532,927,242,863,1,288,157
2025-11-20,3425,1138,1369,549,773,228,727,0,239,126
2025-11-21,3009,1081,1224,470,761,232,767,0,278,136
2025-11-22,3633,1148,1179,539,810,305,842,0,385,174
2025-11-23,4429,1208,1291,550,967,314,927,0,368,156
2025-11-24,3630,1248,1298,465,915,237,770,1,292,149
2025-11-25,3249,1143,1291,555,851,241,770,2,280,147
2025-11-26,3258,1060,1155,482,868,246,786,2,241,117
2025-11-27,3209,1249,1239,476,756,200,769,1,252,131
2025-11-28,3584,1592,1239,565,805,250,774,3,237,141
2025-11-29,3528,1200,1218,548,803,286,827,2,283,134
2025-11-30,3543,1233,1331,649,799,304,845,2,302,139
2025-12-01,3060,1010,1527,618,754,184,744,3,202,153
2025-12-02,3637,1061,1589,661,823,248,715,2,185,127
2025-12-03,3078,1040,1407,651,800,182,744,1,176,132
2025-12-04,2955,1079,1452,655,815,189,737,2,164,144
2025-12-05,3138,1112,1208,897,791,234,738,3,191,131
2025-12-06,3179,1067,1127,693,776,319,840,3,236,130
2025-12-07,3015,1392,1147,700,872,297,759,2,197,129
2025-12-08,2843,1064,1333,685,759,204,755,8,130,149
2025-12-09,2729,977,1243,699,742,210,711,2,142,109
2025-12-10,2348,1016,1241,714,759,210,722,4,171,107
2025-12-11,2613,1017,1211,749,780,197,709,1,148,123
2025-12-12,2478,1108,1214,674,756,177,640,0,143,117
2025-12-13,2475,982,1125,626,726,243,712,2,152,117
2025-12-14,2566,1049,1248,762,749,239,708,1,174,117
2025-12-15,2346,3055,1282,747,757,192,772,4,115,113
2025-12-16,2414,2621,1212,753,763,193,630,2,128,134
2025-12-17,2216,1241,1186,706,739,193,642,1,108,128
2025-12-18,2696,1001,1193,690,763,153,614,0,120,117
2025-12-19,2352,1100,1104,603,799,194,678,0,120,116
2025-12-20,2422,1030,1118,680,760,192,689,0,138,113
2025-12-21,2484,1143,1167,830,769,215,681,1,159,101
2025-12-22,2125,1038,1131,665,843,206,702,0,113,104
2025-12-23,2241,1040,1191,626,842,219,745,1,97,97
2025-12-24,2190,1036,1165,691,798,197,654,1,95,118
2025-12-25,2393,1025,1334,765,882,212,804,1,108,123
2025-12-26,2438,1077,1380,676,1139,274,945,1,142,131
2025-12-27,2568,1133,1304,509,1022,243,833,3,116,100
